Designator,Mid X,Mid Y,Rotation,Layer
C1,23.5045,-16.4568,0.0,top
C2,23.5045,-18.184,0.0,top
C3,8.42,-25.5,270.0,top
C4,14.643,-25.5,270.0,top
J1,5.35,-12.125,270.0,top
R2,23.4125,-6.5,180.0,top
R3,6.0,-21.788,90.0,top
U1,13.5,-12.993,90.0,top
U2,11.6005,-25.5,180.0,top
